From	To
P42336	CHEMBL4005
P78362	CHEMBL5668
O00305	CHEMBL2363032
A8MYU2	CHEMBL4524132
Q96KS0	CHEMBL3028
Q96P66	CHEMBL4523906
P07996	CHEMBL4630810
P10768	CHEMBL2189130
Q16718	CHEMBL2363065
P08185	CHEMBL2421
P05121	CHEMBL3475
P05198	CHEMBL1255131
Q14498	CHEMBL4680031
Q8NER1	CHEMBL4794
Q05923	CHEMBL2157858
O43653	CHEMBL3712961
P46108	CHEMBL5005
Q86U44	CHEMBL4739695
P35225	CHEMBL3580486
P53041	CHEMBL3425389
Q6E213	CHEMBL2375204
Q9H773	CHEMBL3769292
O15355	CHEMBL3351199
P39748	CHEMBL5027
P02724	CHEMBL5806
Q53GD3	CHEMBL3713014
Q9Y6W8	CHEMBL3712953
Q9NS40	CHEMBL2362996
P49863	CHEMBL4930
P07359	CHEMBL4630891
Q16611	CHEMBL5609
Q8NBS9	CHEMBL4739698
P01282	CHEMBL5737
Q86UW1	CHEMBL2073724
Q13342	CHEMBL3108643
Q9Y227	CHEMBL3313834
Q9NP99	CHEMBL1697674
Q13563	CHEMBL5465
Q99489	CHEMBL5887
Q9NX46	CHEMBL4295963
Q96K76	CHEMBL2157851
Q9NSD7	CHEMBL1628472
Q10471	CHEMBL3713355
P28221	CHEMBL1983
Q14680	CHEMBL4578
Q13873	CHEMBL5467
P41146	CHEMBL2014
O14717	CHEMBL4523124
Q13946	CHEMBL3012
P28472	CHEMBL1847
Q15661	CHEMBL2617
O60313	CHEMBL4105705
Q9NQZ5	CHEMBL3399912
P28715	CHEMBL4736
Q99500	CHEMBL3892
O94768	CHEMBL3980
Q8TDR2	CHEMBL5651
P13798	CHEMBL1741174
Q9UBM7	CHEMBL2169735
Q9HB29	CHEMBL4665591
Q2M385	CHEMBL3414409
P00167	CHEMBL6170
P01130	CHEMBL3311
P29401	CHEMBL4983
P11511	CHEMBL1978
Q9UH17	CHEMBL4523487
Q16531	CHEMBL3833061
Q16531	CHEMBL4888446
Q9NR97	CHEMBL5805
Q8NFD2	CHEMBL5547
Q99519	CHEMBL2726
O00590	CHEMBL4105988
Q9BYW2	CHEMBL3108647
Q9UGN5	CHEMBL5366
P25205	CHEMBL4630813
P10398	CHEMBL1169596
P12081	CHEMBL4002
Q86UX6	CHEMBL5405
Q15054	CHEMBL2363042
P67936	CHEMBL4295789
Q13003	CHEMBL3684
P28161	CHEMBL4589
P0DP24	CHEMBL4296043
P09758	CHEMBL3856163
P68400	CHEMBL3629
P04843	CHEMBL4295697
Q9NRL2	CHEMBL4105737
Q15056	CHEMBL1293274
Q9UPP1	CHEMBL1938212
P23415	CHEMBL5845
Q9Y616	CHEMBL5081
P09211	CHEMBL3902
Q9NZT2	CHEMBL4105797
P35557	CHEMBL3820
Q9UBE8	CHEMBL5364
Q8TD08	CHEMBL5198
P40933	CHEMBL3712954
Q9BWU1	CHEMBL6002
Q9UHC9	CHEMBL2027
P52907	CHEMBL4295781
Q01718	CHEMBL1965
O95747	CHEMBL1163104
P06401	CHEMBL208
O00204	CHEMBL1743297
P06730	CHEMBL4848
Q9H867	CHEMBL3588742
P25440	CHEMBL1293289
Q6GPI1	CHEMBL4523987
Q14626	CHEMBL2050
P06280	CHEMBL2524
Q96F10	CHEMBL3509592
Q13526	CHEMBL2288
P09496	CHEMBL4295706
P01344	CHEMBL3712957
P38484	CHEMBL2364171
Q9BYF1	CHEMBL3736
P08686	CHEMBL2759
Q8NCG5	CHEMBL2239
Q9Y5Y3	CHEMBL4523928
Q9H2U1	CHEMBL2040704
O60674	CHEMBL2971
P30085	CHEMBL5681
Q99807	CHEMBL4630851
Q00266	CHEMBL5169142
Q16719	CHEMBL5100
Q12852	CHEMBL1908389
P51654	CHEMBL4630889
Q08188	CHEMBL3363
O75469	CHEMBL3401
P07947	CHEMBL2073
Q9BXW4	CHEMBL4879505
P23458	CHEMBL2835
P04271	CHEMBL4300
Q9NZQ7	CHEMBL3580522
P21397	CHEMBL1951
P15374	CHEMBL6195
Q6N069	CHEMBL3430873
P41586	CHEMBL5399
P21757	CHEMBL5811
P20309	CHEMBL245
Q05901	CHEMBL2109233
P05141	CHEMBL3709670
P46439	CHEMBL2819
Q07011	CHEMBL3712857
Q6ZQW0	CHEMBL3627587
P62140	CHEMBL4546
P34998	CHEMBL1800
Q96KQ7	CHEMBL6032
Q15131	CHEMBL1795191
O15143	CHEMBL4295656
O00222	CHEMBL3228
Q5T4S7	CHEMBL4295851
Q86VH2	CHEMBL3879867
P42285	CHEMBL4105889
Q9BUF5	CHEMBL2095182
Q969V1	CHEMBL5038
Q6TGC4	CHEMBL3638347
Q9BY21	CHEMBL4523915
P59541	CHEMBL4523254
P55084	CHEMBL4523245
Q9NQ84	CHEMBL4523921
Q86XP3	CHEMBL4105782
P35462	CHEMBL234
Q06187	CHEMBL5251
Q13616	CHEMBL3758068
Q15904	CHEMBL4790
O15121	CHEMBL2021749
O14638	CHEMBL5580
P59536	CHEMBL3309108
O43613	CHEMBL5113
Q04637	CHEMBL4523621
P22314	CHEMBL5924
Q9HC16	CHEMBL1741217
P25054	CHEMBL3233
P31153	CHEMBL3313835
P11308	CHEMBL1293191
P36956	CHEMBL4630818
Q12913	CHEMBL3692
P35226	CHEMBL4295749
P59538	CHEMBL2034804
P15121	CHEMBL1900
Q92959	CHEMBL2073703
Q6NYC1	CHEMBL4523345
Q96RJ3	CHEMBL4630882
Q9NSD5	CHEMBL4535
P18084	CHEMBL2096675
P18084	CHEMBL4106150
Q9Y5K2	CHEMBL4446
Q9P1W9	CHEMBL4523
Q9NYW4	CHEMBL4523473
Q86Z14	CHEMBL4630720
Q86Z14	CHEMBL4804255
P54753	CHEMBL4901
Q9NVJ2	CHEMBL4295962
P32019	CHEMBL2636
Q6Q4G3	CHEMBL3831223
Q8N118	CHEMBL6048
P51571	CHEMBL4295777
Q9NZD1	CHEMBL4523925
Q02218	CHEMBL2816
P49736	CHEMBL3308910
Q13177	CHEMBL4487
Q5EB52	CHEMBL4523324
O60883	CHEMBL5892
Q8IWK6	CHEMBL4523887
Q99640	CHEMBL3984
O76062	CHEMBL5839
P0DMV8	CHEMBL5460
Q9UBN1	CHEMBL2363032
P11274	CHEMBL5146
Q2NL67	CHEMBL2380187
O60240	CHEMBL1741164
P47712	CHEMBL3816
P20916	CHEMBL5807
P01563	CHEMBL3856161
Q15046	CHEMBL5575
O75897	CHEMBL1743296
P36941	CHEMBL1250360
Q969H4	CHEMBL4296242
Q09470	CHEMBL2309
P04180	CHEMBL5942
P78325	CHEMBL5665
Q16740	CHEMBL4523305
P16234	CHEMBL2007
Q13162	CHEMBL4295812
Q7L0J3	CHEMBL1998
Q9UP52	CHEMBL3988361
Q9C098	CHEMBL6123
Q8WVY7	CHEMBL3317333
Q96G91	CHEMBL4867
Q11128	CHEMBL3146
Q86UL3	CHEMBL4523372
P15104	CHEMBL4612
P04435	CHEMBL3580506
O43868	CHEMBL5780
P25774	CHEMBL2954
P05181	CHEMBL5281
Q12908	CHEMBL2778
Q92633	CHEMBL3819
O15084	CHEMBL4105921
P01909	CHEMBL4105884
P05026	CHEMBL2095186
Q96A54	CHEMBL3392946
P24855	CHEMBL3351219
P08263	CHEMBL3409
P54136	CHEMBL2824
P29274	CHEMBL251
O43167	CHEMBL5069371
P00374	CHEMBL202
Q7Z3U7	CHEMBL4105804
O94925	CHEMBL2146302
Q86W10	CHEMBL4523375
O95136	CHEMBL2955
P78527	CHEMBL3142
P59539	CHEMBL4523252
Q9Y6Q9	CHEMBL1615382
P56192	CHEMBL2870
Q9NR82	CHEMBL2925
P01854	CHEMBL1834
P11216	CHEMBL3856
Q99680	CHEMBL4523914
Q9Y5X5	CHEMBL5952
P14060	CHEMBL1958
Q7Z5W3	CHEMBL3588740
Q8TCT7	CHEMBL4105912
O43924	CHEMBL3860
P43235	CHEMBL268
P43116	CHEMBL1881
P39877	CHEMBL4323
P52292	CHEMBL1741187
O75578	CHEMBL5882
Q15349	CHEMBL3906
Q13433	CHEMBL4523581
Q96RU8	CHEMBL4524042
Q07001	CHEMBL3011
P30044	CHEMBL3627586
Q92598	CHEMBL3706560
Q5QJU3	CHEMBL2331067
Q13572	CHEMBL1938220
Q92888	CHEMBL4295918
Q96KK3	CHEMBL2362996
O14793	CHEMBL3407325
O95644	CHEMBL3876
Q08881	CHEMBL2959
Q07869	CHEMBL239
Q9H0M4	CHEMBL4739863
P62837	CHEMBL4105990
P68106	CHEMBL2430
Q6P6C2	CHEMBL3621037
Q9Y336	CHEMBL4105860
Q9Y2E5	CHEMBL2682
P28066	CHEMBL2364701
P28066	CHEMBL3831201
P55212	CHEMBL3308
P12872	CHEMBL5214853
O15047	CHEMBL4105954
O75475	CHEMBL3988590
Q9Y3D9	CHEMBL4295990
Q13554	CHEMBL4121
P35504	CHEMBL4523985
P21452	CHEMBL2327
P33261	CHEMBL3622
P25942	CHEMBL1250358
Q9Y2T6	CHEMBL1075322
P49760	CHEMBL4225
Q9BY64	CHEMBL6189
P52655	CHEMBL4832
Q9NNX6	CHEMBL1795114
Q9UI33	CHEMBL5167
P30532	CHEMBL3038461
P30532	CHEMBL3137272
P30532	CHEMBL3137273
Q9Y256	CHEMBL3411
Q13011	CHEMBL4523284
Q8NB46	CHEMBL4105922
O00421	CHEMBL2321627
Q8N2K0	CHEMBL5516
Q06124	CHEMBL3864
P15260	CHEMBL2364171
P21709	CHEMBL5810
Q08357	CHEMBL4295806
O60449	CHEMBL4804258
P30038	CHEMBL3414418
O15496	CHEMBL4342
P51116	CHEMBL5169136
Q15746	CHEMBL2428
P56470	CHEMBL1671608
P40225	CHEMBL1293256
O43242	CHEMBL2364701
Q12770	CHEMBL4879458
P00439	CHEMBL3076
P32246	CHEMBL2413
Q9H665	CHEMBL2029192
P48426	CHEMBL1795194
O60841	CHEMBL4105852
Q9H3L0	CHEMBL4879517
Q05209	CHEMBL3236
P15509	CHEMBL2364169
P46736	CHEMBL4105965
P09382	CHEMBL4915
Q86TW2	CHEMBL4105885
P35580	CHEMBL4105746
P26927	CHEMBL6042
P78508	CHEMBL2146348
Q9ULM3	CHEMBL4296261
Q96BZ4	CHEMBL4879501
P27815	CHEMBL254
Q8N5C8	CHEMBL4295902
Q9Y6E0	CHEMBL5082
P01137	CHEMBL1795178
Q02880	CHEMBL3396
Q06710	CHEMBL2362980
Q5T848	CHEMBL4523874
P48764	CHEMBL3273
P56937	CHEMBL5999
Q9NPQ8	CHEMBL4296100
Q9HB40	CHEMBL2189131
P14672	CHEMBL5874
Q93084	CHEMBL2401
P60893	CHEMBL4523868
Q13698	CHEMBL3805
Q16621	CHEMBL4523303
Q8TEK3	CHEMBL1795117
Q9UBL3	CHEMBL3137282
P0DPH7	CHEMBL2095182
O75643	CHEMBL4105972
P30203	CHEMBL3712853
Q9H9E3	CHEMBL4105733
P32929	CHEMBL4295745
P21860	CHEMBL5838
Q9Y468	CHEMBL1287622
P45378	CHEMBL3831282
Q8NGU9	CHEMBL4523898
P56181	CHEMBL2363065
P51965	CHEMBL4105876
O43829	CHEMBL5069377
Q03164	CHEMBL1293299
P18827	CHEMBL3712898
Q14188	CHEMBL4105986
P07098	CHEMBL1796
P60891	CHEMBL2638
P49961	CHEMBL5722
P49366	CHEMBL4415
P01116	CHEMBL2189121
Q15717	CHEMBL1250379
Q96FL9	CHEMBL4523427
O95665	CHEMBL2514
Q9H8M2	CHEMBL3108640
Q8N1Q1	CHEMBL3912
Q9Y6N5	CHEMBL4523512
Q9HAQ2	CHEMBL2321637
Q9NYG8	CHEMBL3714486
Q9Y2T3	CHEMBL3129
O75533	CHEMBL1229013
Q8ND76	CHEMBL3885550
Q8ND76	CHEMBL4106161
Q8ND76	CHEMBL4296115
Q8ND76	CHEMBL4523634
Q8ND76	CHEMBL4523637
P51580	CHEMBL2500
Q96RI9	CHEMBL4523911
Q9NP84	CHEMBL3712850
Q9UHE8	CHEMBL3712956
P63146	CHEMBL3784907
Q86XP0	CHEMBL2287
Q86Y97	CHEMBL2321644
P08754	CHEMBL4221
Q8NI17	CHEMBL4630894
P42330	CHEMBL4681
P22888	CHEMBL1854
Q71DI3	CHEMBL4295875
Q92519	CHEMBL4523417
Q9Y5R2	CHEMBL5050
P12955	CHEMBL4185
P35610	CHEMBL2782
P42338	CHEMBL3145
P54289	CHEMBL1919
P59544	CHEMBL3559706
Q9BW60	CHEMBL6001
P61081	CHEMBL4295787
P32881	CHEMBL3856161
P20248	CHEMBL2582
Q9H0E3	CHEMBL1229012
Q9UBY0	CHEMBL3133
Q9GZQ8	CHEMBL4879514
Q15256	CHEMBL3425390
Q12904	CHEMBL4295810
Q01201	CHEMBL4523273
Q86TX2	CHEMBL2189136
P27824	CHEMBL2719
Q9NY65	CHEMBL3714503
P78549	CHEMBL4523264
O14561	CHEMBL2363065
P54132	CHEMBL1293237
Q16795	CHEMBL2363065
P14635	CHEMBL2412
Q13105	CHEMBL5069374
P09132	CHEMBL4295704
P15735	CHEMBL2349
Q6PFW1	CHEMBL5046
P15538	CHEMBL1908
O95453	CHEMBL3616362
P10827	CHEMBL1860
Q9NY59	CHEMBL4523470
P51812	CHEMBL2345
Q9NQ90	CHEMBL4105767
O75461	CHEMBL4630726
P24821	CHEMBL3712856
Q8WUM9	CHEMBL4295909
Q9GZN0	CHEMBL3399910
P11473	CHEMBL1977
P53618	CHEMBL4295782
O75106	CHEMBL4112
Q13285	CHEMBL4666
P78334	CHEMBL2093872
P04350	CHEMBL3838
O43424	CHEMBL4524129
Q9Y2J8	CHEMBL1909487
P10415	CHEMBL4860
Q13490	CHEMBL5462
O14672	CHEMBL5028
Q9HBH9	CHEMBL4204
O75582	CHEMBL4237
Q9UL46	CHEMBL4295982
Q9NXA8	CHEMBL2163183
Q9UF12	CHEMBL4523486
P78329	CHEMBL3379
Q96LD8	CHEMBL1741207
P01135	CHEMBL4662938
P13584	CHEMBL4523986
Q5VWK5	CHEMBL4296013
Q92793	CHEMBL5747
Q12830	CHEMBL3085621
P43627	CHEMBL3833441
P29323	CHEMBL3290
P21333	CHEMBL4804243
Q9BW92	CHEMBL3351186
Q9HB14	CHEMBL4523461
P28335	CHEMBL225
O14980	CHEMBL5661
P35247	CHEMBL2176857
P01911	CHEMBL3831291
P60900	CHEMBL2364701
P60900	CHEMBL3831201
Q9UKL6	CHEMBL4523490
O00746	CHEMBL4488
Q03721	CHEMBL2362996
P07195	CHEMBL4940
P48995	CHEMBL4296083
P48995	CHEMBL4523660
P48995	CHEMBL4523661
P08913	CHEMBL1867
P15289	CHEMBL2193
Q8N3A8	CHEMBL3091262
A7E2Y1	CHEMBL3831286
P49842	CHEMBL4879437
Q9UBR2	CHEMBL4160
O75419	CHEMBL3040
P22301	CHEMBL3712920
Q16526	CHEMBL4296246
P10153	CHEMBL5120
Q92564	CHEMBL4295914
P29122	CHEMBL2951
Q15843	CHEMBL4295831
O75116	CHEMBL2973
P51617	CHEMBL3357
P51679	CHEMBL2414
P29459	CHEMBL2364153
P34903	CHEMBL3026
Q96QK1	CHEMBL2216744
P25103	CHEMBL249
P78380	CHEMBL3421522
Q9UEF7	CHEMBL4523485
Q15049	CHEMBL4523299
P08246	CHEMBL248
P11387	CHEMBL1781
Q9HCX4	CHEMBL4105799
P0CG29	CHEMBL2142
A5LHX3	CHEMBL2364701
A5LHX3	CHEMBL3831201
Q9UKN7	CHEMBL4295979
P08237	CHEMBL3291
P23528	CHEMBL1075129
P02774	CHEMBL2259
O75496	CHEMBL1293278
Q99570	CHEMBL2189144
P19438	CHEMBL3378
P24385	CHEMBL3610
Q9NQX0	CHEMBL5214858
P00451	CHEMBL3143
O15550	CHEMBL2069164
P52790	CHEMBL2709
P12104	CHEMBL4879
O43598	CHEMBL3351218
P0DPA2	CHEMBL5169113
Q04206	CHEMBL5533
Q9UFN0	CHEMBL3817722
P48050	CHEMBL2146347
P16118	CHEMBL3421524
P09429	CHEMBL2311236
P78381	CHEMBL3430867
P08069	CHEMBL1957
P37235	CHEMBL4295755
P41240	CHEMBL2634
Q8WZA0	CHEMBL4296296
P05015	CHEMBL3856161
O15067	CHEMBL4295655
P51681	CHEMBL274
O75530	CHEMBL2189117
P08397	CHEMBL3988601
P14927	CHEMBL1671612
P48960	CHEMBL4523865
Q9H0A0	CHEMBL4105935
Q16445	CHEMBL2579
O95398	CHEMBL2029197
Q16873	CHEMBL1743183
P51531	CHEMBL2362979
P68402	CHEMBL4463
O95573	CHEMBL4680023
Q70CQ3	CHEMBL4523357
Q15393	CHEMBL1250378
Q9NQV5	CHEMBL5214857
A0A087X1C5	CHEMBL3542437
O15528	CHEMBL5993
Q15366	CHEMBL4295826
Q13467	CHEMBL3559687
Q9BXU1	CHEMBL6151
O14641	CHEMBL1255125
O75493	CHEMBL2420
O15511	CHEMBL4295658
P37288	CHEMBL1889
Q00535	CHEMBL4036
Q9H0F6	CHEMBL4296109
Q6UWP7	CHEMBL5169167
O00716	CHEMBL4630726
P51159	CHEMBL4105702
Q15116	CHEMBL3307223
Q9H816	CHEMBL4105944
O43772	CHEMBL2216740
Q9NZB2	CHEMBL4295966
Q7RTT9	CHEMBL3509593
P56282	CHEMBL2363042
O95503	CHEMBL3779762
Q86SM8	CHEMBL4523882
O00591	CHEMBL2093872
O14874	CHEMBL4879410
Q13427	CHEMBL3707467
Q70EL2	CHEMBL4630841
Q7KZF4	CHEMBL3879865
O00232	CHEMBL2364701
O95255	CHEMBL2073661
P16473	CHEMBL1963
Q9NY91	CHEMBL1770047
P07205	CHEMBL2096677
P23919	CHEMBL4388
Q9NRG4	CHEMBL2169716
O75962	CHEMBL4523153
Q9UEE5	CHEMBL4525
P05106	CHEMBL1907598
P05106	CHEMBL2093869
P05106	CHEMBL2111461
P05106	CHEMBL3883284
P05106	CHEMBL4106150
P29374	CHEMBL3709855
P48067	CHEMBL2337
Q86TP1	CHEMBL2079850
Q8NG66	CHEMBL5638
P22303	CHEMBL220
Q96HE7	CHEMBL1671609
P02765	CHEMBL4295694
P53779	CHEMBL2637
P37059	CHEMBL2789
Q12809	CHEMBL240
P11177	CHEMBL4882
Q16880	CHEMBL4739855
Q30154	CHEMBL3988561
Q9UEW8	CHEMBL1163108
P04899	CHEMBL4105887
P61956	CHEMBL2146301
P02144	CHEMBL2406892
Q92736	CHEMBL4403
Q9NZH0	CHEMBL4523926
Q6SZW1	CHEMBL4523350
P06865	CHEMBL1250415
P07101	CHEMBL1969
P51946	CHEMBL2165
P00326	CHEMBL3285
Q00537	CHEMBL5790
Q5VT25	CHEMBL4516
P06870	CHEMBL2319
O75173	CHEMBL2318
O75936	CHEMBL2163175
Q16706	CHEMBL4056
Q13237	CHEMBL2896
P41181	CHEMBL4523224
P15169	CHEMBL4713
Q16478	CHEMBL2675
P48556	CHEMBL2364701
Q9HCU8	CHEMBL2363042
Q15329	CHEMBL4630726
Q96GX5	CHEMBL4105826
Q9BRQ6	CHEMBL4105993
Q04759	CHEMBL3920
P26640	CHEMBL2612
Q9UKP6	CHEMBL3764
Q5SWA1	CHEMBL4630830
Q9H5X1	CHEMBL4295943
Q9UJM8	CHEMBL4229
O15066	CHEMBL6109
P31944	CHEMBL5991
Q9HC97	CHEMBL1293267
Q7Z4S6	CHEMBL5169171
P08319	CHEMBL2990
Q16552	CHEMBL3390822
P48039	CHEMBL1945
Q99816	CHEMBL6157
Q13057	CHEMBL4105867
Q5JZY3	CHEMBL2363043
P78396	CHEMBL2094128
P78396	CHEMBL3038470
P78396	CHEMBL3885548
P78396	CHEMBL4296066
Q6IQ20	CHEMBL4630839
O15245	CHEMBL5685
Q9Y231	CHEMBL4985
Q00839	CHEMBL4296007
A6NNY8	CHEMBL4630801
Q92547	CHEMBL3175
Q16769	CHEMBL4508
Q86X76	CHEMBL4295883
P09769	CHEMBL4454
Q13126	CHEMBL4941
Q15172	CHEMBL4763
P01138	CHEMBL1649058
Q8WYR1	CHEMBL3430881
P51572	CHEMBL4295778
P15822	CHEMBL2909
Q9NSA0	CHEMBL2073677
P30556	CHEMBL227
O14764	CHEMBL3591
Q09327	CHEMBL2375206
Q99527	CHEMBL5872
Q07889	CHEMBL2079846
P61812	CHEMBL3217393
Q9H0K1	CHEMBL5699
P20908	CHEMBL2364188
Q14541	CHEMBL1961786
O95749	CHEMBL4769
Q9Y618	CHEMBL2111363
Q9Y618	CHEMBL3885590
Q9Y618	CHEMBL3885591
P29144	CHEMBL6156
O95907	CHEMBL3308921
Q9BXN2	CHEMBL2034810
Q10567	CHEMBL4630824
P35228	CHEMBL4481
P02776	CHEMBL3286075
Q15811	CHEMBL4523302
P49279	CHEMBL2052040
Q8IZ83	CHEMBL4295896
Q9HD26	CHEMBL1741218
P11086	CHEMBL4617
P25391	CHEMBL4523594
O95340	CHEMBL4105790
P41212	CHEMBL2401606
Q16658	CHEMBL4523304
Q9P2K8	CHEMBL5358
P42684	CHEMBL4014
Q13547	CHEMBL325
Q8IWT0	CHEMBL5069379
Q96D31	CHEMBL2384891
P33908	CHEMBL5915
Q9NYB5	CHEMBL2073697
Q96RP8	CHEMBL2773
P18505	CHEMBL4558
Q9BY32	CHEMBL4105788
P19367	CHEMBL2688
Q12884	CHEMBL4683
P31946	CHEMBL3710403
Q9UHD8	CHEMBL4105891
Q8NEZ4	CHEMBL2189113
P26045	CHEMBL2396509
P19338	CHEMBL4295725
P31939	CHEMBL2518
P46020	CHEMBL2111324
Q14012	CHEMBL2493
P38606	CHEMBL4295756
P02462	CHEMBL2364188
P14410	CHEMBL2748
O95619	CHEMBL4296266
Q9NRP7	CHEMBL4312
P13385	CHEMBL3713025
P24557	CHEMBL1835
O75716	CHEMBL3938
P24723	CHEMBL3616
Q86SG6	CHEMBL2417353
Q9Y6K1	CHEMBL1992
P46091	CHEMBL4523229
P03891	CHEMBL2363065
O95497	CHEMBL4739843
P60484	CHEMBL2052032
O95139	CHEMBL2363065
Q01344	CHEMBL3580483
Q9UPY5	CHEMBL1075149
P09917	CHEMBL215
Q86W56	CHEMBL1795143
O60760	CHEMBL5879
P37173	CHEMBL4267
A6NMZ7	CHEMBL2364188
P20794	CHEMBL1163106
Q9NQW7	CHEMBL3782
Q8NET8	CHEMBL5522
P16499	CHEMBL3878
Q12851	CHEMBL5330
P52823	CHEMBL4879441
O75907	CHEMBL6009
Q04917	CHEMBL3708585
P14616	CHEMBL5483
O95931	CHEMBL1764946
Q13619	CHEMBL4523598
O14967	CHEMBL4295653
P01019	CHEMBL3596085
Q9P0X4	CHEMBL5558
P62877	CHEMBL3833061
Q9NZN5	CHEMBL4523477
O60488	CHEMBL4680022
O60869	CHEMBL4295670
P60568	CHEMBL5880
Q9NY33	CHEMBL4520
Q15375	CHEMBL4602
Q9UN88	CHEMBL3885575
O43683	CHEMBL1772932
Q8WWT9	CHEMBL3712947
P49116	CHEMBL5716
Q6VVX0	CHEMBL4523986
O95271	CHEMBL6164
Q14457	CHEMBL4296010
P00748	CHEMBL2821
Q99572	CHEMBL4805
P02763	CHEMBL4285
P43626	CHEMBL3712912
P20618	CHEMBL4208
Q9UPS6	CHEMBL4105837
Q99418	CHEMBL5995
Q2TB90	CHEMBL1741200
O43143	CHEMBL4295661
Q99952	CHEMBL3351197
P55210	CHEMBL3468
P55795	CHEMBL4296005
Q32MK0	CHEMBL4627
Q9NS86	CHEMBL3351212
P08311	CHEMBL4071
Q9NYV4	CHEMBL3559692
P35410	CHEMBL4523857
Q969U7	CHEMBL3885624
Q13118	CHEMBL3407312
P25445	CHEMBL4523207
P32189	CHEMBL2300
P30279	CHEMBL2095942
P30279	CHEMBL3301385
P30279	CHEMBL3301386
Q14164	CHEMBL3529
O60218	CHEMBL5983
Q9HB03	CHEMBL5791
P35579	CHEMBL2189151
Q99259	CHEMBL2614
P48147	CHEMBL3202
Q9UHD2	CHEMBL5408
P24462	CHEMBL3341582
Q6ZWB6	CHEMBL4523356
P01571	CHEMBL3856161
P22223	CHEMBL3989384
Q495T6	CHEMBL3638356
O75688	CHEMBL2845
Q15413	CHEMBL2062
Q96Q89	CHEMBL2021752
O60755	CHEMBL2731
Q08752	CHEMBL1697657
Q7Z3S7	CHEMBL2363032
O15217	CHEMBL4933
A1A4Y4	CHEMBL5169093
Q5S007	CHEMBL1075104
Q9HD36	CHEMBL5988
P06702	CHEMBL4296265
Q15569	CHEMBL5604
P22309	CHEMBL1287617
O14640	CHEMBL6027
Q7Z4W1	CHEMBL2314
Q15418	CHEMBL2553
O14818	CHEMBL2364701
O14818	CHEMBL3831201
P17936	CHEMBL3997
P55899	CHEMBL5966
P31948	CHEMBL4523216
P30048	CHEMBL4295742
Q8NHB7	CHEMBL3721312
P28476	CHEMBL2375
Q9Y2I7	CHEMBL1938222
Q13233	CHEMBL3956
O95166	CHEMBL4879423
Q96RI1	CHEMBL2047
Q93096	CHEMBL1075169
P0DTE5	CHEMBL4523985
O00220	CHEMBL3551
P20839	CHEMBL1822
Q8IZK6	CHEMBL4879493
P49146	CHEMBL4018
Q9UKR0	CHEMBL4943
P17081	CHEMBL4295721
Q9Y251	CHEMBL3921
Q8IYD1	CHEMBL4105974
P48167	CHEMBL2363052
P48167	CHEMBL4106144
P48167	CHEMBL4296075
Q04721	CHEMBL3407320
Q5VVY1	CHEMBL4630834
O00418	CHEMBL5026
P49190	CHEMBL4105836
Q14157	CHEMBL4295819
Q9Y5Z6	CHEMBL2321634
O60462	CHEMBL4295667
P08476	CHEMBL3588735
P19544	CHEMBL4662942
Q9P2T1	CHEMBL4296017
Q9UKX2	CHEMBL4295980
Q02083	CHEMBL4349
O60361	CHEMBL4105936
P05107	CHEMBL3631
P04066	CHEMBL4176
Q8NCP5	CHEMBL5069367
P31512	CHEMBL3542432
Q6EIG7	CHEMBL2176856
Q7Z4H4	CHEMBL5267
P52564	CHEMBL2171
O14746	CHEMBL2916
O14815	CHEMBL4523126
Q7RTR8	CHEMBL4523360
P07602	CHEMBL3580523
Q9Y478	CHEMBL3847
P37023	CHEMBL5311
P51692	CHEMBL5817
P49821	CHEMBL2363065
Q9H7D0	CHEMBL4739705
Q9NRC8	CHEMBL2163184
Q6QHF9	CHEMBL2105
Q9UI42	CHEMBL2644
P35218	CHEMBL4789
P04000	CHEMBL1949482
Q86V24	CHEMBL3392947
P35590	CHEMBL5274
P13612	CHEMBL278
O75340	CHEMBL4105994
P27540	CHEMBL5618
P06307	CHEMBL1649050
P43657	CHEMBL2331058
O75306	CHEMBL3039
P26639	CHEMBL3391
Q99593	CHEMBL1687681
P14416	CHEMBL217
Q14242	CHEMBL4183
Q86WA6	CHEMBL3308924
P54578	CHEMBL1293295
Q9UKX5	CHEMBL5883
O75694	CHEMBL4295680
P11230	CHEMBL1907588
P11230	CHEMBL3885508
P11230	CHEMBL4106145
P49765	CHEMBL3580488
P56556	CHEMBL2363065
P28845	CHEMBL4235
Q8TCD5	CHEMBL3751653
Q16854	CHEMBL5997
P25929	CHEMBL4777
Q8WUI4	CHEMBL2716
O96028	CHEMBL3108645
Q96IY4	CHEMBL3419
Q15760	CHEMBL4523870
Q9Y530	CHEMBL4295991
P21266	CHEMBL2242
P35575	CHEMBL2282
O43708	CHEMBL4949
O14920	CHEMBL1991
P11047	CHEMBL2364187
Q969S8	CHEMBL5103
O60566	CHEMBL4295998
Q14330	CHEMBL2384898
Q9H492	CHEMBL4879518
Q99788	CHEMBL3540
Q12756	CHEMBL3308914
Q9NR48	CHEMBL3588739
Q9NPH5	CHEMBL1250375
P11049	CHEMBL3712880
Q9BXA6	CHEMBL3627582
P21127	CHEMBL5808
P15692	CHEMBL1783
Q8TDX5	CHEMBL4105941
P17861	CHEMBL1741176
Q8IU57	CHEMBL3831284
Q9NZJ5	CHEMBL6030
Q9BVJ7	CHEMBL2396506
O00763	CHEMBL4829
